"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"2919","UNIVERSITY OF PENNSYLVANIA","5169","DIRECTORATE FOR ENGINEERING NSF","U OF PENN","",""
"2919","UNIVERSITY OF PENNSYLVANIA","5169","DIRECTORATE FOR ENGINEERING NSF","U OF PENN","",""
"38278","HIPRA SCIENTIFIC USA","","","HIPRA","",""
"1214","NATL INST OF GENERAL MEDICAL SCIENCES, NIH","","","DHHS","NIH","NIH NIGMS"
"1284","OFFICE OF NAVAL RESEARCH DOD","","","DOD","NAVY","ONR"
"553","NEW YORK UNIVERSITY","","","NYU","",""
"2318","NYS DEPT OF ENVIRONMENTAL CONSERVATION","","","NYS","NYS DEC",""
"2769","STANFORD UNIVERSITY","5170","DIRECTORATE FOR GEOSCIENCES ","STANFORD U","",""
"48902","SPANISH NATIONAL RESEARCH COUNCIL","","","CSIC","",""
"48421","ALFRED P. SLOAN FOUNDATION","","","ALFRED P. SLOAN","",""
"9570","ADMINISTRATION FOR CHILDREN AND FAMILIES","","","DHHS","ACF",""
"40061","EGG NUTRITION CENTER","","","AMER EGG BD","ENC",""
"1597","HEWLETT,WM & FLORA FDN","","","HEWLETT","",""
"469","COLUMBIA UNIVERSITY","1207","NATL INST OF ARTHRITIS MUSCULOSKELETAL SKIN, NIH","COLUMBIA U","",""
"1289","CHICAGO OPERATIONS OFFICE DOE","","","DOE","DOE CHICAGO",""
"1925","MACARTHUR, JOHN & CATHERINE","","","MACARTHUR","",""
"1881","LEHIGH UNIVERSITY","483","DEPARTMENT OF ENERGY","LEHIGH U","",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"11334","CORNELL JOAN AND SANFORD I. WEILL MEDICAL COLLEGE","476","NATL INST OF HEALTH DHHS","WCM","",""
"1214","NATL INST OF GENERAL MEDICAL SCIENCES, NIH","","","DHHS","NIH","NIH NIGMS"
"3804","UNITED STATES-ISRAEL BINATIONAL SCIENCE FOUNDATION","","","BSF","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"3868","NYS SCIENCE, TECHNOLOGY AND ACADEMIC RESEARCH","","","NYS","NYSTAR",""
"937","BROOKHAVEN NATIONAL LAB","483","DEPARTMENT OF ENERGY","BROOKHAVEN","",""
"25335","SIGMA DELTA EPSILON/GRADUATE WOMEN IN SCIENCE","","","SDE/GWIS","",""
"809","ARIZONA STATE UNIVERSITY","","","ARIZONA STATE U","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"13253","FERMI NATIONAL ACCELERATOR LABORATORY","483","DEPARTMENT OF ENERGY","FERMILAB","",""
"1198","NATL CANCER INSTITUTE NIH","","","DHHS","NIH","NIH NCI"
"2459","PENNSYLVANIA STATE UNIV","3015","NATURAL RESOURCES CONSERVATION SERVICE, USDA","PENN STATE","",""
"16293","NASA SHARED SERVICES CENTER","","","NASA","NSSC",""
"30256","SIMONS FOUNDATION","","","SF","",""
"2933","UNIVERSITY OF VERMONT","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","U OF VERMONT","",""
"2987","UNIVERSITY OF SOUTHERN CALIFORNIA","2244","NATL SCIENCE FOUNDATION","USC","",""
"12954","NEW YORK FARM VIABILITY INSTITUTE","2301","NYS DEPT OF AG & MARKETS","NY FARM VIABILITY INST","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"3087","WAYNE STATE UNIVERSITY","1215","NATL INST OF MENTAL HEALTH, NIH","WAYNE STATE U","",""
"47361","INTERCHURCH MEDICAL ASSISTANCE, INC.","","","IMA WORLD HLTH","",""
"38080","FIDIA FARMACEUTICI S.P.A.","","","FIDIA FARMACEUTICI ","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2057","MORRIS ANIMAL FOUNDATION","","","MORRIS ANIMAL","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"1395","ENVIRONMENTAL PROTECT AGENCY","","","EPA","",""
"2919","UNIVERSITY OF PENNSYLVANIA","16834","ARMY RESEARCH DEVELOPMENT AND ENGINEERING COMMAND","U OF PENN","",""
"3714","COHERENT TECHNOLOGIES, INC.","480","AIR FORCE, DOD","COHERENT TECH","",""
"2327","NYS DEPT OF HEALTH","","","NYS","NYS HEALTH",""
"3159","UNIVERSITY OF MASSACHUSETTS AMHERST","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","UMASS","UMASS AMHERST",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"39481","HAMAD MEDICAL CORPORATION","","","HMC","",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"1214","NATL INST OF GENERAL MEDICAL SCIENCES, NIH","","","DHHS","NIH","NIH NIGMS"
"1202","NATL HEART LUNG & BLOOD INST, NIH","","","DHHS","NIH","NIH NHLBI"
"36217","TEXAS AGRILIFE RESEARCH OF THE TEXAS A&M UNIVERSITY SYSTEM","2047","MONSANTO FUND","TEXAS A&M","TEXAS AGRILIFE",""
"29215","HOWARD BUFFETT FOUNDATION","","","HBF","",""
"5746","AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE","","","AALAS","",""
"2180","NATL ENDOWMENT HUMANITIES","","","NEH","",""
"49301","WASHINGTON CENTER FOR EQUITABLE GROWTH","","","_FAULT_=ORA-06502: PL/SQL: numeric or value error","",""
"2075","NORTH DAKOTA STATE UNIVERSITY","","","N DAKOTA ST U","",""
"35918","BANK OF AMERICA AS TRUSTEE FOR THE PEACOCK TRUST","","","BANK OF AMERICA_PEACOCK TRUST","",""
"11334","CORNELL JOAN AND SANFORD I. WEILL MEDICAL COLLEGE","476","NATL INST OF HEALTH DHHS","WCM","",""
"2993","AGRICULTURE RESEARCH SERVICE USDA","","","USDA","ARS",""
"23855","DOW AGROSCIENCES LLC","","","DOW AGRO","",""
"3625","CORNING, INC.","","","CORNING INC","",""
"40501","THE DALIAN UNIVERSITY OF TECHNOLOGY","44461","LLOYD'S REGISTER FOUNDATION","DALIAN UNIVERSITY","",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"2459","PENNSYLVANIA STATE UNIV","2244","NATL SCIENCE FOUNDATION","PENN STATE","",""
"3159","UNIVERSITY OF MASSACHUSETTS AMHERST","2244","NATL SCIENCE FOUNDATION","UMASS","UMASS AMHERST",""
"2556","RAND CORPORATION","48421","ALFRED P. SLOAN FOUNDATION","RAND CORP","",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"23855","DOW AGROSCIENCES LLC","","","DOW AGRO","",""
"1156","DAIRY RESEARCH INSTITUTE","","","DAIRY RES INST","",""
"21115","U.S. FISH & WILDLIFE SERVICE","23777","COOPERATIVE ECOSYSTEM STUDIES UNITS NETWORK","US INTERIOR","USFW",""
"2933","UNIVERSITY OF VERMONT","1188","FOOD & DRUG ADMINISTRATION, DHHS","U OF VERMONT","",""
"1214","NATL INST OF GENERAL MEDICAL SCIENCES, NIH","","","DHHS","NIH","NIH NIGMS"
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"41381","I2 AIR FLUID INNOVATIONS","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","I2","",""
"458","AMERICAN HEART ASSOCIATION","","","AMER HEART","",""
"1241","AIR FORCE OFFICE OF SCIENTIFIC RESEARCH","","","DOD","AF","AFOSR"
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"1013","CENTRO NACIONAL DE INVESTIGACIONES DE CAFE","","","CENICAFE","",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"809","ARIZONA STATE UNIVERSITY","","","ARIZONA STATE U","",""
"5167","DIRECTORATE FOR COMPUTER & INFORMATION SCIENCE & ENGINEERING NSF","","","NSF","NSF CISE",""
"32116","BUREAU OF OCEAN ENERGY MANAGEMENT, REGULATION, AND ENFORCEMENT ","","","BOEMRE","",""
"2839","THRASHER RESEARCH FUND","","","THRASHER","",""
"3693","UNIVERSITY OF NOTRE DAME","1271","DEFENSE ADVANCED RESEARCH PROJECT AGENCY DOD","NOTRE DAME","",""
"37377","THOMAS JEFFERSON NATIONAL ACCELERATOR FACILITY","483","DEPARTMENT OF ENERGY","DOE","JEFFERSON LAB",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"10732","USDA-ARS APPALACHIAN FRUIT RESEARCH STATION","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","USDA","ARS","AFRS"
"39521","INSTITUTE FOR EMPLOYMENT RESEARCH (IAB)","","","INSTITUTE FOR EMPLOYMENT RESEA","",""
"40505","PHILIPS HEALTHCARE","","","PHILIPS HEALTHCARE","",""
"39165","TOTAL S.A.","","","TOTAL","",""
"3131","WOODS HOLE OCEANOGRAPHIC INSTITUTE","3554","NATL OCEANIC AND ATMOSPHERIC ADMINISTRATION, DOC","WHOI","",""
"2526","PRINCETON UNIVERSITY","2244","NATL SCIENCE FOUNDATION","PRINCETON U","",""
"21115","U.S. FISH & WILDLIFE SERVICE","","","US INTERIOR","USFW",""
"1682","INTERNATIONAL FOOD POLICY RSCH INST","","","IFPRI","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"1206","NATL INST OF ALLERGY & INFECTIOUS DISEASE NIH","","","DHHS","NIH","NIH NIAID"
"41262","BRAIN & BEHAVIOR RESEARCH FOUNDATION","","","_FAULT_=ORA-06502: PL/SQL: numeric or value error","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"1501","GENENTECH INC","","","GENENTECH","",""
"51542","DAIRY INNOVATIONS LLC","","","DAIRYINNOV","",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"1933","MALIN SPACE SCIENCE SYSTEMS","535","NATL AERONAUTICS & SPACE ADM","MALIN SPACE SCI","",""
"39164","GEORGIA STATE UNIVERSITY","1284","OFFICE OF NAVAL RESEARCH DOD","GEORGIA STATE","",""
"1737","INTEL CORP","","","INTEL","",""
"5171","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","","","NSF","NSF MPS",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"1737","INTEL CORP","","","INTEL","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2301","NYS DEPT OF AG & MARKETS","2991","ANIMAL/PLANT HLTH INSPEC SERV USDA","NYS","AGMRKT",""
"2401","OHIO STATE UNIVERSITY","2244","NATL SCIENCE FOUNDATION","OHIO ST U","",""
"1198","NATL CANCER INSTITUTE NIH","","","DHHS","NIH","NIH NCI"
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"1306","NATL PARK SERVICE, DOI","","","US INTERIOR","NPS",""
"1214","NATL INST OF GENERAL MEDICAL SCIENCES, NIH","","","DHHS","NIH","NIH NIGMS"
"2987","UNIVERSITY OF SOUTHERN CALIFORNIA","2244","NATL SCIENCE FOUNDATION","USC","",""
"2401","OHIO STATE UNIVERSITY","","","OHIO ST U","",""
"30256","SIMONS FOUNDATION","","","SF","",""
"15774","SYNGENTA SEED INC.","","","SYNGENTA SEED - BOISE","",""
"12954","NEW YORK FARM VIABILITY INSTITUTE","","","NY FARM VIABILITY INST","",""
"2993","AGRICULTURE RESEARCH SERVICE USDA","","","USDA","ARS",""
"1737","INTEL CORP","","","INTEL","",""
"2318","NYS DEPT OF ENVIRONMENTAL CONSERVATION","","","NYS","NYS DEC",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"36337","SAVE OUR SEASHORE INC.","","","SOS, INC.","",""
"12893","UNIVERSITY OF MEMPHIS","476","NATL INST OF HEALTH DHHS","U. OF MEMPHIS","",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"34477","NEW YORK ACADEMY OF SCIENCES","","","NY ACADEMY OF SCIENCES","",""
"11692","MEMORIAL SLOAN KETTERING CANCER CENTER","476","NATL INST OF HEALTH DHHS","SLOAN KETTERING","",""
"177","UNIVERSITY OF BUFFALO","2244","NATL SCIENCE FOUNDATION","SUNY","U OF BUFFALO",""
"2876","UNIVERSITY OF ARIZONA","5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","U OF ARIZONA","",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"993","CARNEGIE-MELLON UNIVERSITY","2243","US NATL SECURITY AGENCY","CARNEGIE-MELLON","",""
"469","COLUMBIA UNIVERSITY","1981","MELLON, ANDREW W. FDN","COLUMBIA U","",""
"2882","UNIVERSITY OF CALIFORNIA,  SAN DIEGO","5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","U OF CAL","UC SAN DIEGO",""
"15754","ULSTER COUNTY COOPERATIVE EXTENSION","8091","NORTHEAST SUSTAINABLE AGRICULTURE RESEARCH & EDUCATION","ULSTER CTY","ULSTER CCE",""
"2893","UNIVERSITY OF FLORIDA","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","U OF FLORIDA","",""
"2321","NYS DEPT OF TRANSPORTATION","","","NYS","NYS DOT",""
"13733","U OF GEORGIA RESEARCH FOUNDATION","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","UGARF","",""
"27316","HDR EOC","","","HDR","HDR EOC",""
"2908","UNIVERSITY OF MARYLAND COLLEGE PARK","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","U SYS OF MARYLAND","U MD COLLEGE PK",""
"42921","VALENT U.S.A. CORPORATION","","","VALENT U.S.A.","",""
"2714","SLOAN FOUNDATION","","","SLOAN","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"3034","UNIVERSITIES SPACE RESEARCH ASSOC","2094","AMES RESEARCH CENTER, NASA","USRA","",""
"3505","NYS OFFICE OF CHILDREN AND FAMILY SERVICES","","","NYS","OCFS",""
"16293","NASA SHARED SERVICES CENTER","","","NASA","NSSC",""
"3707","UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","U OF ILLINOIS","UIUC",""
"2625","RUSSELL SAGE FDN","","","RUSSELL SAGE","",""
"5167","DIRECTORATE FOR COMPUTER & INFORMATION SCIENCE & ENGINEERING NSF","","","NSF","NSF CISE",""
"1892","LIFE SCIENCES RESEARCH FDN","","","LIFE SCI RSRCH","",""
"16293","NASA SHARED SERVICES CENTER","","","NASA","NSSC",""
"1236","UNITED STATES CENSUS BUREAU","","","DEPT COMMERCE","US CENSUS",""
"5171","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","","","NSF","NSF MPS",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"3769","AGAVE BIOSYSTEMS","3679","DEFENSE THREAT REDUCTION AGENCY, DOD","AGAVE","",""
"2443","DAVID & LUCILE PACKARD FND","","","PACKARD FDN","",""
"1511","GEORGIA INSTITUTE OF TECHNOLOGY","1257","ARMY RESEARCH OFFICE","GEORGIA TECH","",""
"3693","UNIVERSITY OF NOTRE DAME","2244","NATL SCIENCE FOUNDATION","NOTRE DAME","",""
"2882","UNIVERSITY OF CALIFORNIA,  SAN DIEGO","2244","NATL SCIENCE FOUNDATION","U OF CAL","UC SAN DIEGO",""
"738","AMERICAN FLORAL ENDOWMENT","","","AMER FLOR ENDOW","",""
"2324","NEW YORK STATE ENERGY RESEARCH AND DEVELOPMENT AUTHORITY ","","","NYS","NYSERDA",""
"2174","NATL ENDOWMENT FOR ARTS","","","NEA","",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"1284","OFFICE OF NAVAL RESEARCH DOD","","","DOD","NAVY","ONR"
"575","TEXAS A&M UNIVERSITY","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","TEXAS A&M","",""
"1284","OFFICE OF NAVAL RESEARCH DOD","","","DOD","NAVY","ONR"
"15853","GOOGLE INC.","","","GOOGLE","",""
"1257","ARMY RESEARCH OFFICE","","","DOD","ARMY","ARO"
"2991","ANIMAL/PLANT HLTH INSPEC SERV USDA","","","USDA","USDA APHIS",""
"2017","MINER,W H AGR RES INST","","","MINER ARI","",""
"1215","NATL INST OF MENTAL HEALTH, NIH","","","DHHS","NIH","NIH NIMH"
"1630","HUMAN FRONTIER SCI PROG/INT'L","","","HUMAN FRONTIER","",""
"483","DEPARTMENT OF ENERGY","","","DOE","",""
"3613","UNIVERSITY OF BRITISH COLUMBIA","","","UNIV OF B. C.","",""
"11292","AMERICAN QUARTER HORSE ASSOCIATION","","","AQHA","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2749","SPACE TELESCOPE SCIENCE INST.","535","NATL AERONAUTICS & SPACE ADM","SPACE TELESCOPE","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"8668","NATURE CONSERVANCY","","","NATURE CONSERVANCY","",""
"2925","UNIVERSITY OF SOUTH CAROLINA","475","CENTER FOR DISEASE CONTROL, DHHS","U OF S CAROLINA","",""
"2046","MONSANTO","","","MONSANTO","",""
"2933","UNIVERSITY OF VERMONT","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","U OF VERMONT","",""
"1803","JET PROPULSION LABORATORY","535","NATL AERONAUTICS & SPACE ADM","JPL","",""
"48621","INFINITUS COMPANY LTD (CHINA)","","","LKL","INFINITUS",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"1208","NATL INST OF CHILD HEALTH & HUMAN DEVELOPMENT, NIH","","","DHHS","NIH","NIH NICHD"
"2240","NATL RADIO ASTRONOMY OBSERV","2244","NATL SCIENCE FOUNDATION","NRAO","",""
"5171","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","","","NSF","NSF MPS",""
"732","AMERICAN DIABETES ASSOCIATION","","","AMER DIABETES","",""
"5167","DIRECTORATE FOR COMPUTER & INFORMATION SCIENCE & ENGINEERING NSF","","","NSF","NSF CISE",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"5169","DIRECTORATE FOR ENGINEERING NSF","","","NSF","NSF ENG",""
"15774","SYNGENTA SEED INC.","","","SYNGENTA SEED - BOISE","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"35258","BOEHRINGER INGELHEIM VETMEDICA INC.","","","BI CORP","BIVI",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"1956","MATHWORKS, INC","","","MATHWORKS INC","",""
"48101","CORNELL COOPERATIVE EXTENSION-JEFFERSON COUNTY","2301","NYS DEPT OF AG & MARKETS","CCEJEFF","",""
"1803","JET PROPULSION LABORATORY","535","NATL AERONAUTICS & SPACE ADM","JPL","",""
"1308","GEOLOGICAL SURVEY, DOI","","","US INTERIOR","USGS",""
"3227","AMERICAN JERSEY CATTLE ASSOCIATION","","","Amer Jersey","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"1214","NATL INST OF GENERAL MEDICAL SCIENCES, NIH","","","DHHS","NIH","NIH NIGMS"
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"166","UT-BATTELLE LLC","483","DEPARTMENT OF ENERGY","BMI","UT-BATTELLE",""
"1818","KANSAS STATE UNIVERSITY","660","AGENCY FOR INTERNATIONAL DEVELOPMENT","KANSAS ST U","",""
"3008","FOREST SERVICE, USDA","","","USDA","FOREST",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"15153","GREAT LAKES FISHERY TRUST","","","GREAT LAKES FISHERY TRUST","",""
"1254","ARMY CORP OF ENGINEERS","","","DOD","ARMY","ACE"
"47503","BOEHRINGER INGELHEIM GMBH","","","CH BOEHRSOHN","BOEH INGEL",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"1752","IOWA STATE UNIVERSITY","476","NATL INST OF HEALTH DHHS","IOWA STATE U","",""
"40522","BROOKLYN COLLEGE","484","US DEPT OF INTERIOR","BRKLYN COLL","",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"937","BROOKHAVEN NATIONAL LAB","483","DEPARTMENT OF ENERGY","BROOKHAVEN","",""
"1526","GENERAL MOTORS","","","GM","",""
"29176","DUPONT CROP PROTECTION","","","DUPONT","DUPONT CROP PROTECTION",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"1208","NATL INST OF CHILD HEALTH & HUMAN DEVELOPMENT, NIH","","","DHHS","NIH","NIH NICHD"
"3034","UNIVERSITIES SPACE RESEARCH ASSOC","2094","AMES RESEARCH CENTER, NASA","USRA","",""
"11334","CORNELL JOAN AND SANFORD I. WEILL MEDICAL COLLEGE","36398","SANOFI US","WCM","",""
"13354","NATIONAL NUCLEAR SECURITY ADMINISTRATION DOE","","","DOE","NNSA",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"5171","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","","","NSF","NSF MPS",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"5171","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","","","NSF","NSF MPS",""
"48321","THE UNIVERSITY OF EDINBURGH","24335","JOHN TEMPLETON FOUNDATION","EDINBURGH","",""
"39021","MERCK ANIMAL HEALTH","","","INTERVET","MERCK ANIM HLTH",""
"484","US DEPT OF INTERIOR","","","US INTERIOR","",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"11692","MEMORIAL SLOAN KETTERING CANCER CENTER","1198","NATL CANCER INSTITUTE NIH","SLOAN KETTERING","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"47541","GALLEON PHARMACEUTICALS INC.","","","GALLEON","",""
"2881","UNIVERSITY OF CALIFORNIA RIVERSIDE","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","U OF CAL","UC RIVERSIDE",""
"11692","MEMORIAL SLOAN KETTERING CANCER CENTER","1198","NATL CANCER INSTITUTE NIH","SLOAN KETTERING","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"11692","MEMORIAL SLOAN KETTERING CANCER CENTER","1198","NATL CANCER INSTITUTE NIH","SLOAN KETTERING","",""
"1791","APPLIED PHYSICS LABORATORY","535","NATL AERONAUTICS & SPACE ADM","JOHNS HOPKINS UNIV","APL",""
"1202","NATL HEART LUNG & BLOOD INST, NIH","","","DHHS","NIH","NIH NHLBI"
"2882","UNIVERSITY OF CALIFORNIA,  SAN DIEGO","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","U OF CAL","UC SAN DIEGO",""
"23138","CHARLES UNIVERSITY","","","CHU","",""
"472","CITY UNIVERSITY OF NEW YORK","1312","FEDERAL HIGHWAY ADMIN, DOT","CUNY","",""
"858","US-ISRAEL BINATIONAL AGRICULTURAL RESEARCH DEVELOPMENT FUND","","","BARD","",""
"27895","OFFICE OF THE DIRECTOR NIH","","","DHHS","NIH","NIH OD"
"35258","BOEHRINGER INGELHEIM VETMEDICA INC.","","","BI CORP","BIVI",""
"1620","HEALTH RESEARCH INC","1225","OFFICE OF THE SECRETARY, DHHS","HEALTH RESEARCH","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"1803","JET PROPULSION LABORATORY","535","NATL AERONAUTICS & SPACE ADM","JPL","",""
"2276","NY WINE/GRAPE FDN","","","NY WINE/GRAPE","",""
